"HITId","MaxAssignments","AssignmentId","WorkerId","AssignmentStatus","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Input_url1","Input_url2","Input_url3","Answer_comments","Answer_control1","Answer_control2","Answer_control3","Answer_difficulty1","Answer_difficulty2","Answer_difficulty3","Answer_engagement1","Answer_engagement2","Answer_engagement3","Answer_gameJSON1","Answer_gameJSON2","Answer_gameJSON3","Answer_gamebreak1_gravHigh","Answer_gamebreak1_gravLow","Answer_gamebreak1_jumpChamber","Answer_gamebreak1_obSpeed","Answer_gamebreak1_playerSize","Answer_gamebreak1_speed","Answer_gamebreak2_gravHigh","Answer_gamebreak2_gravLow","Answer_gamebreak2_jumpChamber","Answer_gamebreak2_obSpeed","Answer_gamebreak2_playerSize","Answer_gamebreak2_speed","Answer_gamebreak3_gravHigh","Answer_gamebreak3_gravLow","Answer_gamebreak3_jumpChamber","Answer_gamebreak3_obSpeed","Answer_gamebreak3_playerSize","Answer_gamebreak3_speed","Answer_gamebroken1_true","Answer_gamebroken2_true","Answer_gamebroken3_true","Answer_genres_action","Answer_genres_adventure","Answer_genres_fps","Answer_genres_mmo","Answer_genres_moba","Answer_genres_mobile","Answer_genres_notGamer","Answer_genres_platformer","Answer_genres_rpg","Answer_genres_sport","Answer_genres_strategy","Answer_personality","Answer_ranking","Answer_stress1","Answer_stress2","Answer_stress3"
"31JUPBOORN4WQ3WSR97GZNE9U5KL8C","2","3DHE4R9OCWB85GEWR3610ORLHQ72GA","A3LUETNYKSGBFY","Approved","","306","100% (1/1)","https://lukemjm.github.io/jumpy?h=58&w=25&s=3&g=0.61&iY=-13&l=2&cJE=false&oSI=0.63&id=1&t=60","https://lukemjm.github.io/jumpy?h=72&w=47&s=7&g=0.32&iY=-11&l=2&cJE=true&oSI=0.21&id=2&t=60","https://lukemjm.github.io/jumpy?h=48&w=12&s=6&g=0.38&iY=-10&l=3&cJE=true&oSI=0.96&id=3&t=60","None","4","6","5","5","6","5","2","4","3","{
  ""height"": 58,
  ""width"": 25,
  ""moveSpeed"": 3,
  ""gravity"": 0.61,
  ""impulseY"": -13,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 8,
  ""attempts"": 5,
  ""keyPresses"": 46,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.63
}","{
  ""height"": 72,
  ""width"": 47,
  ""moveSpeed"": 7,
  ""gravity"": 0.32,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 21,
  ""attempts"": 2,
  ""keyPresses"": 81,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.21
}","{
  ""height"": 48,
  ""width"": 12,
  ""moveSpeed"": 6,
  ""gravity"": 0.38,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 12,
  ""attempts"": 4,
  ""keyPresses"": 51,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.96
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","personalityUnknown","2,1,3","8","6","7"
"31JUPBOORN4WQ3WSR97GZNE9U5KL8C","2","3E337GFOL984U23PDM4LSCUJSLZNGN","A3HLQWB5WTC7UL","Approved","","640","100% (6/6)","https://lukemjm.github.io/jumpy?h=58&w=25&s=3&g=0.61&iY=-13&l=2&cJE=false&oSI=0.63&id=1&t=60","https://lukemjm.github.io/jumpy?h=72&w=47&s=7&g=0.32&iY=-11&l=2&cJE=true&oSI=0.21&id=2&t=60","https://lukemjm.github.io/jumpy?h=48&w=12&s=6&g=0.38&iY=-10&l=3&cJE=true&oSI=0.96&id=3&t=60","","5","5","5","4","5","6","5","5","4","{
  ""height"": 58,
  ""width"": 25,
  ""moveSpeed"": 3,
  ""gravity"": 0.61,
  ""impulseY"": -13,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 14,
  ""attempts"": 3,
  ""keyPresses"": 408,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.63
}","{
  ""height"": 72,
  ""width"": 47,
  ""moveSpeed"": 7,
  ""gravity"": 0.32,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 32,
  ""attempts"": 2,
  ""keyPresses"": 75,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.21
}","{
  ""height"": 48,
  ""width"": 12,
  ""moveSpeed"": 6,
  ""gravity"": 0.38,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 17,
  ""attempts"": 4,
  ""keyPresses"": 176,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.96
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","true","true","true","true","personalityUnknown","2, 1, 3","5","5","5"
"3VLL1PIENQOJGK0CDRNL4OF7OJWZOC","2","3TE3O857308ZU6NA7E0DZS5SJZGR2T","A36SUOEMOIXFSO","Approved","","297","100% (1/1)","https://lukemjm.github.io/jumpy?h=63&w=40&s=9&g=0.66&iY=-13&l=4&cJE=true&oSI=0.98&id=1&t=60","https://lukemjm.github.io/jumpy?h=73&w=31&s=10&g=0.34&iY=-14&l=3&cJE=false&oSI=0.21&id=2&t=60","https://lukemjm.github.io/jumpy?h=117&w=38&s=10&g=0.36&iY=-11&l=5&cJE=false&oSI=0.1&id=3&t=60","","5","8","5","3","6","7","5","6","4","{
  ""height"": 63,
  ""width"": 40,
  ""moveSpeed"": 9,
  ""gravity"": 0.66,
  ""impulseY"": -13,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 3,
  ""attempts"": 5,
  ""keyPresses"": 27,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.98
}","{
  ""height"": 73,
  ""width"": 31,
  ""moveSpeed"": 10,
  ""gravity"": 0.34,
  ""impulseY"": -14,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 24,
  ""attempts"": 2,
  ""keyPresses"": 31,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.21
}","{
  ""height"": 117,
  ""width"": 38,
  ""moveSpeed"": 10,
  ""gravity"": 0.36,
  ""impulseY"": -11,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 22,
  ""attempts"": 1,
  ""keyPresses"": 28,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.1
}","true","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","true","true","true","false","false","true","false","false","true","false","false","false","true","false","ENFP","1","7","6","6"
"3VLL1PIENQOJGK0CDRNL4OF7OJWZOC","2","3Y4W8Q93LZKEQN27DNP4W8LZ1WJVD0","A29AI6OUPL6FU8","Approved","","348","100% (1/1)","https://lukemjm.github.io/jumpy?h=63&w=40&s=9&g=0.66&iY=-13&l=4&cJE=true&oSI=0.98&id=1&t=60","https://lukemjm.github.io/jumpy?h=73&w=31&s=10&g=0.34&iY=-14&l=3&cJE=false&oSI=0.21&id=2&t=60","https://lukemjm.github.io/jumpy?h=117&w=38&s=10&g=0.36&iY=-11&l=5&cJE=false&oSI=0.1&id=3&t=60","","4","8","9","4","1","1","4","8","8","{
  ""height"": 63,
  ""width"": 40,
  ""moveSpeed"": 9,
  ""gravity"": 0.66,
  ""impulseY"": -13,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 6,
  ""attempts"": 5,
  ""keyPresses"": 66,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.98
}","{
  ""height"": 73,
  ""width"": 31,
  ""moveSpeed"": 10,
  ""gravity"": 0.34,
  ""impulseY"": -14,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 24,
  ""attempts"": 2,
  ""keyPresses"": 142,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.21
}","{
  ""height"": 117,
  ""width"": 38,
  ""moveSpeed"": 10,
  ""gravity"": 0.36,
  ""impulseY"": -11,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 25,
  ""attempts"": 1,
  ""keyPresses"": 87,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.1
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","personalityUnknown","3,2,1","6","1","1"
"3W3RSPVVGSRUO035UC8LVFWYRWCUL1","3","36DSNE9QZ5YW3PT2M7P14EM4ANOOJA","A1U3TT3VMH9FU9","Rejected","Unfortunately, you didn't click the yellow 'click here' button after playing all games and thus didn't unlock the game-specific surveys.","465","0% (0/1)","https://lukemjm.github.io/jumpy?h=79&w=35&s=8&g=0.34&iY=-10&l=3&cJE=false&oSI=0.89&id=1&t=60","https://lukemjm.github.io/jumpy?h=43&w=52&s=6&g=0.35&iY=-14&l=3&cJE=true&oSI=0.65&id=2&t=60","https://lukemjm.github.io/jumpy?h=79&w=14&s=7&g=0.41&iY=-12&l=5&cJE=false&oSI=0.56&id=3&t=60","","1","1","1","1","1","1","1","1","1","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","personalityUnknown","3,1,2","1","1","1"
"3W3RSPVVGSRUO035UC8LVFWYRWCUL1","3","3PS7W85Z8Z2NA5L1WCKN9UEODQRT94","A4D4NFXD7ALZ6","Approved","","293","100% (1/1)","https://lukemjm.github.io/jumpy?h=79&w=35&s=8&g=0.34&iY=-10&l=3&cJE=false&oSI=0.89&id=1&t=60","https://lukemjm.github.io/jumpy?h=43&w=52&s=6&g=0.35&iY=-14&l=3&cJE=true&oSI=0.65&id=2&t=60","https://lukemjm.github.io/jumpy?h=79&w=14&s=7&g=0.41&iY=-12&l=5&cJE=false&oSI=0.56&id=3&t=60","","2","4","2","5","4","3","8","7","8","{
  ""height"": 79,
  ""width"": 35,
  ""moveSpeed"": 8,
  ""gravity"": 0.34,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 8,
  ""attempts"": 4,
  ""keyPresses"": 48,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.89
}","{
  ""height"": 43,
  ""width"": 52,
  ""moveSpeed"": 6,
  ""gravity"": 0.35,
  ""impulseY"": -14,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 18,
  ""attempts"": 3,
  ""keyPresses"": 70,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.65
}","{
  ""height"": 79,
  ""width"": 14,
  ""moveSpeed"": 7,
  ""gravity"": 0.41,
  ""impulseY"": -12,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 18,
  ""attempts"": 3,
  ""keyPresses"": 57,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.56
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","personalityUnknown","2, 3, 1","2","3","2"
"3W3RSPVVGSRUO035UC8LVFWYRWCUL1","3","3TY7ZAOG5FK6BS7127N2FSQZRAN0KC","AS90M5SRFWQ82","Approved","","451","100% (7/7)","https://lukemjm.github.io/jumpy?h=79&w=35&s=8&g=0.34&iY=-10&l=3&cJE=false&oSI=0.89&id=1&t=60","https://lukemjm.github.io/jumpy?h=43&w=52&s=6&g=0.35&iY=-14&l=3&cJE=true&oSI=0.65&id=2&t=60","https://lukemjm.github.io/jumpy?h=79&w=14&s=7&g=0.41&iY=-12&l=5&cJE=false&oSI=0.56&id=3&t=60","","5","5","4","5","5","4","7","8","8","{
  ""height"": 79,
  ""width"": 35,
  ""moveSpeed"": 8,
  ""gravity"": 0.34,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 11,
  ""attempts"": 4,
  ""keyPresses"": 57,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.89
}","{
  ""height"": 43,
  ""width"": 52,
  ""moveSpeed"": 6,
  ""gravity"": 0.35,
  ""impulseY"": -14,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 18,
  ""attempts"": 3,
  ""keyPresses"": 56,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.65
}","{
  ""height"": 79,
  ""width"": 14,
  ""moveSpeed"": 7,
  ""gravity"": 0.41,
  ""impulseY"": -12,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 46,
  ""attempts"": 2,
  ""keyPresses"": 97,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.56
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false","false","true","personalityUnknown","3,2,1","6","6","4"
"3BO3NEOQM0H8JQH134UH3YSC3PQIAZ","2","3IJXV6UZ1XJ35R1CWHL5M8C98VGIRY","AS90M5SRFWQ82","Approved","","522","100% (7/7)","https://lukemjm.github.io/jumpy?h=26&w=29&s=4&g=0.34&iY=-14&l=5&cJE=true&oSI=0.93&id=1&t=60","https://lukemjm.github.io/jumpy?h=80&w=5&s=6&g=0.22&iY=-10&l=3&cJE=true&oSI=0.88&id=2&t=60","https://lukemjm.github.io/jumpy?h=87&w=39&s=8&g=0.21&iY=-13&l=3&cJE=false&oSI=0.18&id=3&t=60","","8","8","10","3","4","9","8","8","7","{
  ""height"": 26,
  ""width"": 29,
  ""moveSpeed"": 4,
  ""gravity"": 0.34,
  ""impulseY"": -14,
  ""lives"": 5,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 38,
  ""attempts"": 3,
  ""keyPresses"": 111,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.93
}","{
  ""height"": 80,
  ""width"": 5,
  ""moveSpeed"": 6,
  ""gravity"": 0.22,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 18,
  ""attempts"": 4,
  ""keyPresses"": 194,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.88
}","{
  ""height"": 87,
  ""width"": 39,
  ""moveSpeed"": 8,
  ""gravity"": 0.21,
  ""impulseY"": -13,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 22,
  ""attempts"": 2,
  ""keyPresses"": 74,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.18
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false","false","false","true","INTJ","1.2.3","6","8","6"
"3BO3NEOQM0H8JQH134UH3YSC3PQIAZ","2","3R08VXYT7CVBO312CKREIIUHMUOW7O","A3HLQWB5WTC7UL","Approved","","390","100% (6/6)","https://lukemjm.github.io/jumpy?h=26&w=29&s=4&g=0.34&iY=-14&l=5&cJE=true&oSI=0.93&id=1&t=60","https://lukemjm.github.io/jumpy?h=80&w=5&s=6&g=0.22&iY=-10&l=3&cJE=true&oSI=0.88&id=2&t=60","https://lukemjm.github.io/jumpy?h=87&w=39&s=8&g=0.21&iY=-13&l=3&cJE=false&oSI=0.18&id=3&t=60","","4","4","4","5","5","4","4","5","5","{
  ""height"": 26,
  ""width"": 29,
  ""moveSpeed"": 4,
  ""gravity"": 0.34,
  ""impulseY"": -14,
  ""lives"": 5,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 37,
  ""attempts"": 3,
  ""keyPresses"": 230,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.93
}","{
  ""height"": 80,
  ""width"": 5,
  ""moveSpeed"": 6,
  ""gravity"": 0.22,
  ""impulseY"": -10,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 15,
  ""attempts"": 3,
  ""keyPresses"": 196,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.88
}","{
  ""height"": 87,
  ""width"": 39,
  ""moveSpeed"": 8,
  ""gravity"": 0.21,
  ""impulseY"": -13,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 36,
  ""attempts"": 1,
  ""keyPresses"": 88,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.18
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","true","false","personalityUnknown","1, 3, 2","4","6","4"
"3YLTXLH3DF6FAZCJM5UTTHGS2YBPHT","2","33FBRBDW6OZ6AJ0G5YJJKOJ95Y78C9","A36JOP57WZ4G52","Approved","","326","100% (1/1)","https://lukemjm.github.io/jumpy?h=64&w=41&s=3&g=0.53&iY=-18&l=1&cJE=true&oSI=0.61&id=1&t=60","https://lukemjm.github.io/jumpy?h=17&w=19&s=10&g=0.57&iY=-15&l=3&cJE=true&oSI=0.39&id=2&t=60","https://lukemjm.github.io/jumpy?h=47&w=23&s=7&g=0.37&iY=-14&l=4&cJE=true&oSI=0.5&id=3&t=60","no","10","10","10","10","10","10","10","10","9","{
  ""height"": 64,
  ""width"": 41,
  ""moveSpeed"": 3,
  ""gravity"": 0.53,
  ""impulseY"": -18,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 9,
  ""attempts"": 9,
  ""keyPresses"": 29,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.61
}","{
  ""height"": 17,
  ""width"": 19,
  ""moveSpeed"": 10,
  ""gravity"": 0.57,
  ""impulseY"": -15,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 17,
  ""attempts"": 2,
  ""keyPresses"": 38,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.39
}","{
  ""height"": 47,
  ""width"": 23,
  ""moveSpeed"": 7,
  ""gravity"": 0.37,
  ""impulseY"": -14,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 11,
  ""attempts"": 3,
  ""keyPresses"": 37,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.5
}","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","true","true","true","false","false","true","false","false","false","false","false","false","false","false","personalityUnknown","2","10","10","9"
"3YLTXLH3DF6FAZCJM5UTTHGS2YBPHT","2","3LRKMWOKB5H8WX91HVUQLV7RSG12ZZ","A17UAKCB96FS18","Approved","","446","100% (1/1)","https://lukemjm.github.io/jumpy?h=64&w=41&s=3&g=0.53&iY=-18&l=1&cJE=true&oSI=0.61&id=1&t=60","https://lukemjm.github.io/jumpy?h=17&w=19&s=10&g=0.57&iY=-15&l=3&cJE=true&oSI=0.39&id=2&t=60","https://lukemjm.github.io/jumpy?h=47&w=23&s=7&g=0.37&iY=-14&l=4&cJE=true&oSI=0.5&id=3&t=60","","4","10","9","3","5","5","5","8","10","{
  ""height"": 64,
  ""width"": 41,
  ""moveSpeed"": 3,
  ""gravity"": 0.53,
  ""impulseY"": -18,
  ""lives"": 1,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 11,
  ""attempts"": 4,
  ""keyPresses"": 123,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.61
}","{
  ""height"": 17,
  ""width"": 19,
  ""moveSpeed"": 10,
  ""gravity"": 0.57,
  ""impulseY"": -15,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 17,
  ""attempts"": 2,
  ""keyPresses"": 65,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.39
}","{
  ""height"": 47,
  ""width"": 23,
  ""moveSpeed"": 7,
  ""gravity"": 0.37,
  ""impulseY"": -14,
  ""lives"": 4,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 24,
  ""attempts"": 2,
  ""keyPresses"": 210,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.5
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","true","false","false","true","personalityUnknown","2,3,1","4","7","5"
"35YHTYFL1G381NI9DRFSWOTX87ZFV6","2","36ZN444YTRY08E9W4P41SD74X8TIOM","A1GNFACHJZRHC1","Approved","","335","75% (3/4)","https://lukemjm.github.io/jumpy?h=10&w=23&s=6&g=0.32&iY=-11&l=3&cJE=false&oSI=0.11&id=1&t=60","https://lukemjm.github.io/jumpy?h=12&w=60&s=4&g=0.34&iY=-15&l=3&cJE=true&oSI=0.97&id=2&t=60","https://lukemjm.github.io/jumpy?h=10&w=57&s=5&g=0.72&iY=-11&l=2&cJE=false&oSI=0.35&id=3&t=60","","3","7","8","2","8","9","3","4","7","{
  ""height"": 10,
  ""width"": 23,
  ""moveSpeed"": 6,
  ""gravity"": 0.32,
  ""impulseY"": -11,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 11,
  ""attempts"": 3,
  ""keyPresses"": 23,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.11
}","{
  ""height"": 12,
  ""width"": 60,
  ""moveSpeed"": 4,
  ""gravity"": 0.34,
  ""impulseY"": -15,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 6,
  ""attempts"": 5,
  ""keyPresses"": 32,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.97
}","{
  ""height"": 10,
  ""width"": 57,
  ""moveSpeed"": 5,
  ""gravity"": 0.72,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 0,
  ""attempts"": 8,
  ""keyPresses"": 36,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.35
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","INTJ","1","2","6","8"
"35YHTYFL1G381NI9DRFSWOTX87ZFV6","2","3IFS6Q0HJIJF661PB6LACIH5UXWISJ","ALPARR84EASL2","Approved","","522","100% (2/2)","https://lukemjm.github.io/jumpy?h=10&w=23&s=6&g=0.32&iY=-11&l=3&cJE=false&oSI=0.11&id=1&t=60","https://lukemjm.github.io/jumpy?h=12&w=60&s=4&g=0.34&iY=-15&l=3&cJE=true&oSI=0.97&id=2&t=60","https://lukemjm.github.io/jumpy?h=10&w=57&s=5&g=0.72&iY=-11&l=2&cJE=false&oSI=0.35&id=3&t=60","","10","4","1","2","4","10","3","5","1","{
  ""height"": 10,
  ""width"": 23,
  ""moveSpeed"": 6,
  ""gravity"": 0.32,
  ""impulseY"": -11,
  ""lives"": 3,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 11,
  ""attempts"": 2,
  ""keyPresses"": 229,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.11
}","{
  ""height"": 12,
  ""width"": 60,
  ""moveSpeed"": 4,
  ""gravity"": 0.34,
  ""impulseY"": -15,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 28,
  ""attempts"": 3,
  ""keyPresses"": 45,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.97
}","{
  ""height"": 10,
  ""width"": 57,
  ""moveSpeed"": 5,
  ""gravity"": 0.72,
  ""impulseY"": -11,
  ""lives"": 2,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 0,
  ""attempts"": 8,
  ""keyPresses"": 163,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.35
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","true","INTJ","2,1,3","2","4","10"
"32L724R85LKF6UN3SNCETTH72BQPIM","2","386CSBG1OZMN06RBH1NGKFCZ3IGQ68","A310ZYG6MF7NU0","Approved","","370","100% (1/1)","https://lukemjm.github.io/jumpy?h=119&w=18&s=5&g=0.59&iY=-12&l=3&cJE=true&oSI=0.42&id=1&t=60","https://lukemjm.github.io/jumpy?h=73&w=29&s=9&g=0.73&iY=-12&l=4&cJE=false&oSI=0.34&id=2&t=60","https://lukemjm.github.io/jumpy?h=92&w=6&s=2&g=0.33&iY=-14&l=5&cJE=false&oSI=0.55&id=3&t=60","super","7","6","6","5","6","9","8","7","8","{
  ""height"": 119,
  ""width"": 18,
  ""moveSpeed"": 5,
  ""gravity"": 0.59,
  ""impulseY"": -12,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 1,
  ""attempts"": 6,
  ""keyPresses"": 71,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.42
}","{
  ""height"": 73,
  ""width"": 29,
  ""moveSpeed"": 9,
  ""gravity"": 0.73,
  ""impulseY"": -12,
  ""lives"": 4,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 0,
  ""attempts"": 5,
  ""keyPresses"": 21,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.34
}","{
  ""height"": 92,
  ""width"": 6,
  ""moveSpeed"": 2,
  ""gravity"": 0.33,
  ""impulseY"": -14,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 6,
  ""attempts"": 4,
  ""keyPresses"": 44,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.55
}","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","true","false","false","false","false","ESTJ","1,2,3","6","7","7"
"32L724R85LKF6UN3SNCETTH72BQPIM","2","3TOK3KHVJTI3JUS0LY041OHVJSI7OG","A20PIEBHXCNSRP","Approved","","291","100% (1/1)","https://lukemjm.github.io/jumpy?h=119&w=18&s=5&g=0.59&iY=-12&l=3&cJE=true&oSI=0.42&id=1&t=60","https://lukemjm.github.io/jumpy?h=73&w=29&s=9&g=0.73&iY=-12&l=4&cJE=false&oSI=0.34&id=2&t=60","https://lukemjm.github.io/jumpy?h=92&w=6&s=2&g=0.33&iY=-14&l=5&cJE=false&oSI=0.55&id=3&t=60","","9","4","10","6","7","1","8","6","9","{
  ""height"": 119,
  ""width"": 18,
  ""moveSpeed"": 5,
  ""gravity"": 0.59,
  ""impulseY"": -12,
  ""lives"": 3,
  ""chamberedJumpEnabled"": true,
  ""highestScore"": 20,
  ""attempts"": 2,
  ""keyPresses"": 50,
  ""id"": ""1"",
  ""obstacleSpeedIncrement"": 0.42
}","{
  ""height"": 73,
  ""width"": 29,
  ""moveSpeed"": 9,
  ""gravity"": 0.73,
  ""impulseY"": -12,
  ""lives"": 4,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 15,
  ""attempts"": 3,
  ""keyPresses"": 61,
  ""id"": ""2"",
  ""obstacleSpeedIncrement"": 0.34
}","{
  ""height"": 92,
  ""width"": 6,
  ""moveSpeed"": 2,
  ""gravity"": 0.33,
  ""impulseY"": -14,
  ""lives"": 5,
  ""chamberedJumpEnabled"": false,
  ""highestScore"": 58,
  ""attempts"": 2,
  ""keyPresses"": 529,
  ""id"": ""3"",
  ""obstacleSpeedIncrement"": 0.55
}","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","false","true","false","false","personalityUnknown","3, 1, 2","3","8","4"
